2019-03-17 16:31:22 [330] correct: 91, precision: 0.328520, recall: 0.243968, fscore: 0.279995
2019-03-17 16:40:11 [340] correct: 90, precision: 0.343511, recall: 0.241287, fscore: 0.283460
2019-03-17 16:48:55 [350] correct: 92, precision: 0.321678, recall: 0.246649, fscore: 0.279206
2019-03-17 16:57:46 [360] correct: 94, precision: 0.356061, recall: 0.252011, fscore: 0.295129
2019-03-17 17:06:36 [370] correct: 101, precision: 0.363309, recall: 0.270777, fscore: 0.310287
2019-03-17 17:15:30 [380] correct: 93, precision: 0.324042, recall: 0.249330, fscore: 0.281813
2019-03-17 17:24:27 [390] correct: 92, precision: 0.335766, recall: 0.246649, fscore: 0.284385
2019-03-17 17:33:30 [400] correct: 97, precision: 0.364662, recall: 0.260054, fscore: 0.303595
2019-03-17 17:42:25 [410] correct: 92, precision: 0.359375, recall: 0.246649, fscore: 0.292523
2019-03-17 17:51:12 [420] correct: 100, precision: 0.361011, recall: 0.268097, fscore: 0.307687
2019-03-17 18:00:04 [430] correct: 100, precision: 0.373134, recall: 0.268097, fscore: 0.312008
2019-03-17 18:09:56 [440] correct: 101, precision: 0.394531, recall: 0.270777, fscore: 0.321140
2019-03-17 18:19:59 [450] correct: 105, precision: 0.377698, recall: 0.281501, fscore: 0.322576
2019-03-17 18:29:11 [460] correct: 102, precision: 0.392308, recall: 0.273458, fscore: 0.322270
2019-03-17 18:38:49 [470] correct: 94, precision: 0.376000, recall: 0.252011, fscore: 0.301761
2019-03-17 18:47:52 [480] correct: 100, precision: 0.420168, recall: 0.268097, fscore: 0.327327
2019-03-17 18:57:12 [490] correct: 99, precision: 0.441964, recall: 0.265416, fscore: 0.331654
2019-03-17 19:06:27 [500] correct: 95, precision: 0.394191, recall: 0.254692, fscore: 0.309441
2019-03-17 19:15:47 [510] correct: 102, precision: 0.404762, recall: 0.273458, fscore: 0.326395
2019-03-17 19:25:39 [520] correct: 106, precision: 0.424000, recall: 0.284182, fscore: 0.340284
2019-03-17 19:35:28 [530] correct: 106, precision: 0.417323, recall: 0.284182, fscore: 0.338113
2019-03-17 19:44:59 [540] correct: 99, precision: 0.419492, recall: 0.265416, fscore: 0.325118
2019-03-17 19:54:26 [550] correct: 105, precision: 0.423387, recall: 0.281501, fscore: 0.338159
2019-03-17 20:03:52 [560] correct: 105, precision: 0.443038, recall: 0.281501, fscore: 0.344258
2019-03-17 20:13:03 [570] correct: 108, precision: 0.455696, recall: 0.289544, fscore: 0.354094
2019-03-17 20:22:57 [580] correct: 105, precision: 0.446808, recall: 0.281501, fscore: 0.345390
2019-03-17 20:32:13 [590] correct: 96, precision: 0.426667, recall: 0.257373, fscore: 0.321066
2019-03-17 20:41:04 [600] correct: 106, precision: 0.438017, recall: 0.284182, fscore: 0.344711
2019-03-17 20:49:56 [610] correct: 106, precision: 0.451064, recall: 0.284182, fscore: 0.348679
2019-03-17 20:58:46 [620] correct: 106, precision: 0.439834, recall: 0.284182, fscore: 0.345272
2019-03-17 21:07:36 [630] correct: 109, precision: 0.450413, recall: 0.292225, fscore: 0.354467
2019-03-17 21:16:27 [640] correct: 104, precision: 0.462222, recall: 0.278820, fscore: 0.347821
2019-03-17 21:25:32 [650] correct: 102, precision: 0.395349, recall: 0.273458, fscore: 0.323292
2019-03-17 21:34:36 [660] correct: 101, precision: 0.385496, recall: 0.270777, fscore: 0.318105
2019-03-17 21:43:41 [670] correct: 100, precision: 0.413223, recall: 0.268097, fscore: 0.325198
2019-03-17 21:52:46 [680] correct: 105, precision: 0.391791, recall: 0.281501, fscore: 0.327608
2019-03-17 22:01:53 [690] correct: 107, precision: 0.422925, recall: 0.286863, fscore: 0.341848
2019-03-17 22:10:55 [700] correct: 94, precision: 0.403433, recall: 0.252011, fscore: 0.310226
2019-03-18 08:49:35 [010] correct: 99, precision: 0.445946, recall: 0.265416, fscore: 0.332768
2019-03-18 08:58:25 [020] correct: 105, precision: 0.426829, recall: 0.281501, fscore: 0.339252
2019-03-18 09:07:23 [030] correct: 105, precision: 0.454545, recall: 0.281501, fscore: 0.347677
2019-03-18 09:16:13 [040] correct: 111, precision: 0.449393, recall: 0.297587, fscore: 0.358060
2019-03-18 09:25:05 [050] correct: 101, precision: 0.448889, recall: 0.270777, fscore: 0.337788
2019-03-18 09:33:56 [060] correct: 99, precision: 0.452055, recall: 0.265416, fscore: 0.334455
2019-03-18 09:42:42 [070] correct: 111, precision: 0.464435, recall: 0.297587, fscore: 0.362740
2019-03-18 09:51:32 [080] correct: 107, precision: 0.455319, recall: 0.286863, fscore: 0.351969
2019-03-18 10:00:41 [090] correct: 108, precision: 0.453781, recall: 0.289544, fscore: 0.353514
2019-03-18 10:09:34 [100] correct: 105, precision: 0.432099, recall: 0.281501, fscore: 0.340904
2019-03-18 10:18:26 [110] correct: 107, precision: 0.457265, recall: 0.286863, fscore: 0.352549
2019-03-18 10:27:27 [120] correct: 102, precision: 0.467890, recall: 0.273458, fscore: 0.345173
2019-03-18 10:36:19 [130] correct: 114, precision: 0.476987, recall: 0.305630, fscore: 0.372544
2019-03-18 10:45:02 [140] correct: 120, precision: 0.495868, recall: 0.321716, fscore: 0.390239
2019-03-18 10:53:57 [150] correct: 102, precision: 0.428571, recall: 0.273458, fscore: 0.333874
2019-03-18 11:02:55 [160] correct: 107, precision: 0.438525, recall: 0.286863, fscore: 0.346835
2019-03-18 11:11:43 [170] correct: 113, precision: 0.491304, recall: 0.302949, fscore: 0.374788
2019-03-18 11:20:37 [180] correct: 109, precision: 0.488789, recall: 0.292225, fscore: 0.365767
2019-03-18 11:29:19 [190] correct: 113, precision: 0.466942, recall: 0.302949, fscore: 0.367475
2019-03-18 11:38:10 [200] correct: 110, precision: 0.462185, recall: 0.294906, fscore: 0.360061
2019-03-18 11:47:01 [210] correct: 113, precision: 0.444882, recall: 0.302949, fscore: 0.360442
2019-03-18 11:55:52 [220] correct: 113, precision: 0.459350, recall: 0.302949, fscore: 0.365100
2019-03-18 12:04:39 [230] correct: 108, precision: 0.459574, recall: 0.289544, fscore: 0.355258
2019-03-18 12:13:31 [240] correct: 108, precision: 0.465517, recall: 0.289544, fscore: 0.357020
2019-03-18 12:22:19 [250] correct: 124, precision: 0.486274, recall: 0.332440, fscore: 0.394900
2019-03-18 12:31:06 [260] correct: 111, precision: 0.478448, recall: 0.297587, fscore: 0.366937
2019-03-18 12:39:54 [270] correct: 115, precision: 0.487288, recall: 0.308311, fscore: 0.377664
2019-03-18 12:48:44 [280] correct: 114, precision: 0.513513, recall: 0.305630, fscore: 0.383189
2019-03-18 12:57:38 [290] correct: 116, precision: 0.464000, recall: 0.310992, fscore: 0.372387
2019-03-18 13:06:27 [300] correct: 108, precision: 0.469565, recall: 0.289544, fscore: 0.358204
2019-03-18 13:15:16 [310] correct: 118, precision: 0.487603, recall: 0.316354, fscore: 0.383735
2019-03-18 13:24:07 [320] correct: 122, precision: 0.482213, recall: 0.327078, fscore: 0.389772
2019-03-18 13:32:54 [330] correct: 114, precision: 0.459677, recall: 0.305630, fscore: 0.367145
2019-03-18 13:41:54 [340] correct: 110, precision: 0.480349, recall: 0.294906, fscore: 0.365444
2019-03-18 13:50:45 [350] correct: 113, precision: 0.455645, recall: 0.302949, fscore: 0.363924
2019-03-18 13:59:34 [360] correct: 111, precision: 0.488987, recall: 0.297587, fscore: 0.369995
2019-03-18 14:08:25 [370] correct: 112, precision: 0.474576, recall: 0.300268, fscore: 0.367811
2019-03-18 14:17:13 [380] correct: 109, precision: 0.475983, recall: 0.292225, fscore: 0.362122
2019-03-18 14:26:03 [390] correct: 116, precision: 0.469636, recall: 0.310992, fscore: 0.374189
2019-03-18 14:34:56 [400] correct: 119, precision: 0.464844, recall: 0.319035, fscore: 0.378374
2019-03-18 14:43:52 [410] correct: 116, precision: 0.500000, recall: 0.310992, fscore: 0.383466
2019-03-18 14:52:41 [420] correct: 113, precision: 0.480851, recall: 0.302949, fscore: 0.371706
2019-03-18 15:01:36 [430] correct: 116, precision: 0.491525, recall: 0.310992, fscore: 0.380948
2019-03-18 15:10:28 [440] correct: 112, precision: 0.442688, recall: 0.300268, fscore: 0.357823
2019-03-20 21:27:21 [010] correct: 107, precision: 0.429719, recall: 0.286863, fscore: 0.344047
2019-03-20 21:36:44 [020] correct: 105, precision: 0.420000, recall: 0.281501, fscore: 0.337074
2019-03-20 21:46:04 [030] correct: 114, precision: 0.485106, recall: 0.305630, fscore: 0.374995
2019-03-20 21:55:25 [040] correct: 107, precision: 0.449580, recall: 0.286863, fscore: 0.350241
2019-03-20 22:04:41 [050] correct: 102, precision: 0.443478, recall: 0.273458, fscore: 0.338304
2019-03-20 22:14:02 [060] correct: 110, precision: 0.476190, recall: 0.294906, fscore: 0.364234
2019-03-20 22:23:00 [070] correct: 109, precision: 0.471861, recall: 0.292225, fscore: 0.360922
2019-03-20 22:32:15 [080] correct: 106, precision: 0.441667, recall: 0.284182, fscore: 0.345835
2019-03-20 22:41:30 [090] correct: 105, precision: 0.444915, recall: 0.281501, fscore: 0.344823
2019-03-20 22:50:54 [100] correct: 99, precision: 0.434211, recall: 0.265416, fscore: 0.329446
2019-03-20 23:00:09 [110] correct: 105, precision: 0.425101, recall: 0.281501, fscore: 0.338705
2019-03-20 23:09:22 [120] correct: 108, precision: 0.461538, recall: 0.289544, fscore: 0.355844
2019-03-20 23:18:36 [130] correct: 105, precision: 0.439331, recall: 0.281501, fscore: 0.343132
2019-03-20 23:27:49 [140] correct: 112, precision: 0.446215, recall: 0.300268, fscore: 0.358970
2019-03-20 23:37:06 [150] correct: 106, precision: 0.439834, recall: 0.284182, fscore: 0.345272
2019-03-24 19:42:47 [710] correct: 107, precision: 0.417969, recall: 0.286863, fscore: 0.340218
2019-03-24 19:52:46 [720] correct: 113, precision: 0.466942, recall: 0.302949, fscore: 0.367475
2019-03-28 15:06:43 [640] correct: 722, precision: 0.792536, recall: 0.457541, fscore: 0.580148
2019-03-28 15:25:19 [650] correct: 740, precision: 0.729783, recall: 0.468948, fscore: 0.570983
2019-03-28 15:43:42 [660] correct: 764, precision: 0.667832, recall: 0.484157, fscore: 0.561347
2019-03-28 16:01:55 [670] correct: 795, precision: 0.762224, recall: 0.503802, fscore: 0.606634
2019-03-28 16:20:06 [680] correct: 786, precision: 0.731844, recall: 0.498099, fscore: 0.592755
2019-03-28 16:38:20 [690] correct: 751, precision: 0.766327, recall: 0.475919, fscore: 0.587173
2019-03-28 16:56:06 [700] correct: 769, precision: 0.748054, recall: 0.487326, fscore: 0.590172
2019-03-28 17:14:05 [710] correct: 749, precision: 0.716061, recall: 0.474651, fscore: 0.570879
2019-03-28 17:32:15 [720] correct: 778, precision: 0.763494, recall: 0.493029, fscore: 0.599148
2019-03-28 17:50:43 [730] correct: 729, precision: 0.753878, recall: 0.461977, fscore: 0.572883
2019-03-28 20:11:29 [740] correct: 807, precision: 0.706655, recall: 0.511407, fscore: 0.593377
